AKTV,#genre#
许冠英,http://120.77.28.4:8648/huya.php?id=11601972
五福星,http://120.77.28.4:8648/huya.php?id=11282233
电影_邱淑贞,http://120.77.28.4:8648/huya.php?id=11352949
电影_徐克,http://120.77.28.4:8648/huya.php?id=11352909
大宋提刑官,http://120.77.28.4:8648/huya.php?id=26355856
延禧攻略,http://120.77.28.4:8648/huya.php?id=26355864
剧集_民兵葛二蛋,http://120.77.28.4:8648/huya.php?id=11602072
剧集_开端,http://120.77.28.4:8648/huya.php?id=11342397
剧集_铁道游击队,http://120.77.28.4:8648/huya.php?id=11352936
勇敢的心,http://120.77.28.4:8648/huya.php?id=11602037
剧集_康熙微服私访记,http://120.77.28.4:8648/huya.php?id=11342418
御赐小仵作,http://120.77.28.4:8648/huya.php?id=11352948
康熙王朝,http://120.77.28.4:8648/huya.php?id=11352940
陆小凤,http://120.77.28.4:8648/huya.php?id=29808803
芈月传,http://120.77.28.4:8648/huya.php?id=11352975
一代枭雄,http://120.77.28.4:8648/huya.php?id=11342398
如懿传,http://120.77.28.4:8648/huya.php?id=29465880
问心,http://120.77.28.4:8648/huya.php?id=11352890
家有儿女,http://120.77.28.4:8648/huya.php?id=29774370
风云雄霸天下,http://120.77.28.4:8648/huya.php?id=21059612
全职高手,http://120.77.28.4:8648/huya.php?id=11352901
炊事班的故事3,http://120.77.28.4:8648/huya.php?id=19524135
医馆笑传,http://120.77.28.4:8648/huya.php?id=11352891
杨光的快乐生活,http://120.77.28.4:8648/huya.php?id=11602085
陈情令,http://120.77.28.4:8648/huya.php?id=29465862
神医喜来乐,http://120.77.28.4:8648/huya.php?id=11601978
鹊刀门传奇,http://120.77.28.4:8648/huya.php?id=29805872
神探狄仁杰1,http://120.77.28.4:8648/huya.php?id=29528581
神探狄仁杰2,http://120.77.28.4:8648/huya.php?id=29793925
白鹿原,http://120.77.28.4:8648/huya.php?id=11342416
长相思,http://120.77.28.4:8648/huya.php?id=11336593
你是我的荣耀,http://120.77.28.4:8648/huya.php?id=11352920
我的团长我的团,http://120.77.28.4:8648/huya.php?id=11352910
星汉灿烂·月生沧海,http://120.77.28.4:8648/huya.php?id=11336591
将夜,http://120.77.28.4:8648/huya.php?id=11352885
铁梨花,http://120.77.28.4:8648/huya.php?id=11352912
父母爱情,http://120.77.28.4:8648/huya.php?id=11602071
大染坊,http://120.77.28.4:8648/huya.php?id=11602086
斗罗大陆,http://120.77.28.4:8648/huya.php?id=11352906
埋堆堆1,http://120.77.28.4:8648/huya.php?id=23740156
埋堆堆2,http://120.77.28.4:8648/huya.php?id=23749096
埋堆堆3,http://120.77.28.4:8648/huya.php?id=23735126
埋堆堆4,http://120.77.28.4:8648/huya.php?id=23903123
埋堆堆5,http://120.77.28.4:8648/huya.php?id=23734169
埋堆堆6,http://120.77.28.4:8648/huya.php?id=23863804
埋堆堆7,http://120.77.28.4:8648/huya.php?id=23865080
埋堆堆8,http://120.77.28.4:8648/huya.php?id=23864973
埋堆堆9,http://120.77.28.4:8648/huya.php?id=23903130
埋堆堆10,http://120.77.28.4:8648/huya.php?id=23860039
埋堆堆11,http://120.77.28.4:8648/huya.php?id=23903183
埋堆堆12,http://120.77.28.4:8648/huya.php?id=23903196
埋堆堆13,http://120.77.28.4:8648/huya.php?id=23728674
埋堆堆14,http://120.77.28.4:8648/huya.php?id=23865036
埋堆堆15,http://120.77.28.4:8648/huya.php?id=23829543
埋堆堆16,http://120.77.28.4:8648/huya.php?id=23865161
埋堆堆17,http://120.77.28.4:8648/huya.php?id=23865058
埋堆堆18,http://120.77.28.4:8648/huya.php?id=23824164
埋堆堆19,http://120.77.28.4:8648/huya.php?id=23863796
埋堆堆20,http://120.77.28.4:8648/huya.php?id=23734183
埋堆堆21,http://120.77.28.4:8648/huya.php?id=23728660
埋堆堆22,http://120.77.28.4:8648/huya.php?id=23865142
埋堆堆23,http://120.77.28.4:8648/huya.php?id=23734246
埋堆堆24,http://120.77.28.4:8648/huya.php?id=23865171
埋堆堆25,http://120.77.28.4:8648/huya.php?id=23734256
埋堆堆26,http://120.77.28.4:8648/huya.php?id=23749083


邵氏影院,http://120.77.28.4:8648/douyu.php?id=4246519
粤语综艺,http://120.77.28.4:8648/douyu.php?id=7919720
华语经典,http://120.77.28.4:8648/douyu.php?id=434971
吃米滴虫,http://120.77.28.4:8648/douyu.php?id=315457
神乐影片,http://120.77.28.4:8648/douyu.php?id=85894
特辑影院,http://120.77.28.4:8648/douyu.php?id=3637778
贝爷MAX厅,http://120.77.28.4:8648/douyu.php?id=4332
漫威影片,http://120.77.28.4:8648/douyu.php?id=6140589
刘德华电影1,http://120.77.28.4:8648/douyu.php?id=2516864
豆瓣高分,http://120.77.28.4:8648/douyu.php?id=8770422
林正英电影1,http://120.77.28.4:8648/douyu.php?id=218859
林正英电影2,http://120.77.28.4:8648/douyu.php?id=7356023
贝爷影厅1,http://120.77.28.4:8648/douyu.php?id=252802
贝爷影厅2,http://120.77.28.4:8648/douyu.php?id=36337
霍格影片,http://120.77.28.4:8648/douyu.php?id=8814650
可乐电影,http://120.77.28.4:8648/douyu.php?id=20415
奶虫恐怖电影,http://120.77.28.4:8648/douyu.php?id=263824
恐怖经典,http://120.77.28.4:8648/douyu.php?id=1165374
变种人电影,http://120.77.28.4:8648/douyu.php?id=9651304
华语电影,http://120.77.28.4:8648/douyu.php?id=3928
连续剧1,http://120.77.28.4:8648/douyu.php?id=4549169
连续剧2,http://120.77.28.4:8648/douyu.php?id=7623292
游戏解说,http://120.77.28.4:8648/douyu.php?id=805235
斗鱼小品,http://120.77.28.4:8648/douyu.php?id=3980787
斗鱼动画,http://120.77.28.4:8648/douyu.php?id=7528160
斗鱼电影1,http://120.77.28.4:8648/douyu.php?id=2935323
斗鱼电影2,http://120.77.28.4:8648/douyu.php?id=7459925
斗鱼电影3,http://120.77.28.4:8648/douyu.php?id=431460
斗鱼电影7,http://120.77.28.4:8648/douyu.php?id=7655471
斗鱼电影9,http://120.77.28.4:8648/douyu.php?id=6566671
斗鱼电影10,http://120.77.28.4:8648/douyu.php?id=8475821
斗鱼电影11,http://120.77.28.4:8648/douyu.php?id=338759
斗鱼电影12,http://120.77.28.4:8648/douyu.php?id=2793084
斗鱼电影13,http://120.77.28.4:8648/douyu.php?id=5067952
斗鱼电影14,http://120.77.28.4:8648/douyu.php?id=413573
斗鱼电影15,http://120.77.28.4:8648/douyu.php?id=5033502
斗鱼电影16,http://120.77.28.4:8648/douyu.php?id=426517
斗鱼电影18,http://120.77.28.4:8648/douyu.php?id=7314294
斗鱼电影19,http://120.77.28.4:8648/douyu.php?id=6582435
斗鱼电影20,http://120.77.28.4:8648/douyu.php?id=323876
斗鱼4K,http://120.77.28.4:8648/douyu.php?id=9249162
斗鱼电影HD2,http://120.77.28.4:8648/douyu.php?id=10240553
斗鱼电影HD3,http://120.77.28.4:8648/douyu.php?id=122402
斗鱼电影HD6,http://120.77.28.4:8648/douyu.php?id=747764
斗鱼电影HD8,http://120.77.28.4:8648/douyu.php?id=8663752
斗鱼电影HD12,http://120.77.28.4:8648/douyu.php?id=2436390
斗鱼电影HD16,http://120.77.28.4:8648/douyu.php?id=1504768
斗鱼电影HD17,http://120.77.28.4:8648/douyu.php?id=3637726
斗鱼电影HD18,http://120.77.28.4:8648/douyu.php?id=9292492
斗鱼电影HD19,http://120.77.28.4:8648/douyu.php?id=3637765rrt97
斗鱼电影HD20,http://120.77.28.4:8648/douyu.php?id=10395991
斗鱼电影HD21,http://120.77.28.4:8648/douyu.php?id=10395986
斗鱼电影HD23,http://120.77.28.4:8648/douyu.php?id=6079455
斗鱼电影HD24,http://120.77.28.4:8648/douyu.php?id=315131
斗鱼电影HD25,http://120.77.28.4:8648/douyu.php?id=8945323
斗鱼电影HD27,http://120.77.28.4:8648/douyu.php?id=248753
斗鱼电影HD30,http://120.77.28.4:8648/douyu.php?id=9650887
斗鱼电影HD32,http://120.77.28.4:8648/douyu.php?id=10240510
斗鱼电影HD33,http://120.77.28.4:8648/douyu.php?id=52787
斗鱼电影HD34,http://120.77.28.4:8648/douyu.php?id=8985415
斗鱼电影HD36,http://120.77.28.4:8648/douyu.php?id=1735337
斗鱼电影HD37,http://120.77.28.4:8648/douyu.php?id=6537888
斗鱼电影HD38,http://120.77.28.4:8648/douyu.php?id=6003761
斗鱼电影HD39,http://120.77.28.4:8648/douyu.php?id=9683979
斗鱼电影HD40,http://120.77.28.4:8648/douyu.php?id=1226741
斗鱼电影HD41,http://120.77.28.4:8648/douyu.php?id=59612
斗鱼电影HD42,http://120.77.28.4:8648/douyu.php?id=925724
斗鱼搞笑HD1,http://120.77.28.4:8648/douyu.php?id=9220456
斗鱼搞笑HD2,http://120.77.28.4:8648/douyu.php?id=9770949
斗鱼搞笑HD3,http://120.77.28.4:8648/douyu.php?id=9067836
斗鱼搞笑HD4,http://120.77.28.4:8648/douyu.php?id=9817729
斗鱼搞笑HD5,http://120.77.28.4:8648/douyu.php?id=8737695
小黛兮影㊣版,http://120.77.28.4:8648/douyu.php?id=11553944
冰冰经典,http://120.77.28.4:8648/douyu.php?id=74374
星爷影院,http://120.77.28.4:8648/douyu.php?id=508118
凌儿影院,http://120.77.28.4:8648/douyu.php?id=1377142
恐怖惊悚,http://120.77.28.4:8648/douyu.php?id=96577
電影劇場,http://120.77.28.4:8648/douyu.php?id=7575350
避风影院,http://120.77.28.4:8648/douyu.php?id=9826611
赵本山小品,http://120.77.28.4:8648/douyu.php?id=9817716
开心麻花小品,http://120.77.28.4:8648/douyu.php?id=10153463
许君聪小品,http://120.77.28.4:8648/douyu.php?id=10419558
贾玲小品,http://120.77.28.4:8648/douyu.php?id=10419541
经典相声小品,http://120.77.28.4:8648/douyu.php?id=9273031
辽宁台相声小品,http://120.77.28.4:8648/douyu.php?id=9403712





